S.No,Player,Nation,Pos,Squad,Comp,Age,Born,Matches,Min,Goals,Assist,G+A,CrdY,CrdR,FK,Tkl%,Lost,Pass
2473,Juan Soriano,es ESP,GK,Leganés,es La Liga,26,1997,6,540,0,0,0,1,1,0,100,0,0
2474,Borna Sosa,hr CRO,DF,Torino,it Serie A,26,1998,19,1181,0,0,0,0,0,0,64,9,7
2475,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,eng Premier League,24,1999,19,295,1,0,1,1,0,0,20,4,9
2476,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,20,2003,24,1254,0,0,0,5,0,0,41.9,18,8
2477,Florian Sotoca,fr FRA,"FW,MF",Lens,fr Ligue 1,33,1990,31,1794,1,1,2,2,1,0,54.5,10,10
2478,Riccardo Sottil,it ITA,"FW,MF",Fiorentina,it Serie A,25,1999,18,833,1,1,2,1,0,1,75,1,1
2479,Riccardo Sottil,it ITA,"FW,MF",Milan,it Serie A,25,1999,6,123,0,0,0,0,0,0,,0,0
2480,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,29,1995,35,2567,9,1,10,8,0,0,59.1,18,20
2481,Matìas Soulé,ar ARG,"MF,DF",Roma,it Serie A,21,2003,27,1781,5,5,10,3,0,1,43.5,13,22
2482,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,25,1999,31,2171,0,0,0,8,0,0,63.6,12,12
2483,Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,23,2000,29,1902,5,4,9,0,0,2,26.5,36,15
2484,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,27,1997,30,2062,2,1,3,5,0,0,47.1,9,15
2485,Saidou Sow,gn GUI,DF,Strasbourg,fr Ligue 1,22,2002,12,1018,0,1,1,2,0,0,50,6,6
2486,Saidou Sow,gn GUI,DF,Nantes,fr Ligue 1,22,2002,9,799,1,0,1,1,0,0,60,4,7
2487,Djed Spence,eng ENG,DF,Tottenham,eng Premier League,23,2000,25,1792,1,2,3,4,1,0,76.7,7,19
2488,Leonardo Spinazzola,it ITA,"DF,FW",Napoli,it Serie A,31,1993,27,1517,1,1,2,1,0,0,43.5,13,11
2489,Marco Sportiello,it ITA,GK,Milan,it Serie A,32,1992,2,126,0,0,0,0,0,0,,0,0
2490,Anton Stach,de GER,"MF,DF",Hoffenheim,de Bundesliga,25,1998,30,2585,1,2,3,8,0,0,68.1,15,34
2491,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,27,1996,28,2204,10,5,15,10,0,0,54.3,21,34
2492,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,24,2000,14,876,0,2,2,0,0,0,46.7,8,4
2493,Filip Stankovic,rs SRB,GK,Venezia,it Serie A,22,2002,16,1367,0,0,0,1,0,0,,0,0
2494,Jay Stansfield,eng ENG,MF,Fulham,eng Premier League,21,2002,1,1,0,0,0,0,0,0,,0,0
2495,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,29,1995,28,2270,1,0,1,5,0,0,66.7,9,8
2496,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,29,1995,26,2106,0,1,1,6,1,0,66.7,7,14
2497,Lucas Stassin,be BEL,FW,Saint-Étienne,fr Ligue 1,19,2004,28,1887,12,4,16,4,0,0,30,14,10
2498,Jason Steele,eng ENG,GK,Brighton,eng Premier League,33,1990,2,180,0,0,0,0,0,0,,0,0
2499,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,19,2004,23,944,3,0,3,1,0,0,25,6,9
2500,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,28,1996,10,290,0,0,0,0,0,0,40,3,4
2501,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,30,1994,19,1389,1,0,1,2,2,0,56.7,13,7
2502,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,22,2002,12,852,1,2,3,0,1,0,84.2,3,11
2503,Raheem Sterling,eng ENG,"FW,MF",Arsenal,eng Premier League,29,1994,17,499,0,2,2,1,0,2,50,5,3
2504,Enzo Sternal,fr FRA,"FW,MF",Marseille,fr Ligue 1,17,2007,2,24,0,0,0,1,0,0,,0,0
2505,Finley Stevens,wls WAL,DF,St. Pauli,de Bundesliga,21,2003,1,1,0,0,0,0,0,0,,0,0
2506,Ross Stewart,sct SCO,FW,Southampton,eng Premier League,28,1996,12,389,1,0,1,1,0,0,37.5,5,3
2507,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,23,2001,32,2741,1,8,9,6,0,1,46.7,16,20
2508,Kevin Stöger,at AUT,MF,Gladbach,de Bundesliga,30,1993,31,1551,3,3,6,3,0,4,41,23,21
2509,Stoichkov,es ESP,"MF,FW",Alavés,es La Liga,30,1993,16,699,0,1,1,1,0,1,54.5,5,2
2510,Petar Stojanović,si SVN,MF,Empoli,it Serie A,28,1995,1,3,0,0,0,0,0,0,,0,0
2511,Jakub Stolarczyk,pl POL,GK,Leicester City,eng Premier League,23,2000,10,900,0,0,0,1,0,0,50,1,0
2512,John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,30,1994,11,548,2,0,2,1,0,0,100,0,2
2513,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,24,2000,35,2587,14,4,18,4,0,0,14.8,23,15
2514,Gabriel Strefezza,br BRA,"FW,MF",Como,it Serie A,27,1997,37,2619,6,4,10,5,0,2,38.2,34,22
2515,Cristhian Stuani,uy URU,FW,Girona,es La Liga,37,1986,32,1078,11,2,13,4,0,0,62.5,3,3
2516,Álex Suárez,es ESP,DF,Las Palmas,es La Liga,31,1993,30,2460,0,0,0,12,0,0,74.1,7,15
2517,Denis Suárez,es ESP,MF,Villarreal,es La Liga,30,1994,21,608,1,1,2,0,0,0,40,6,3
2518,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,26,1997,30,2163,0,6,6,0,0,2,41.7,42,24
2519,Luka Sučić,hr CRO,MF,Real Sociedad,es La Liga,21,2002,29,1792,1,1,2,4,0,1,38.5,16,28
2520,Yukinari Sugawara,jp JPN,"DF,MF",Southampton,eng Premier League,24,2000,30,1557,1,1,2,4,0,1,61.3,12,11
2521,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,28,1995,15,1053,0,0,0,1,0,0,71.4,4,5
2522,Ibrahim Sulemana,gh GHA,MF,Atalanta,it Serie A,21,2003,9,283,2,0,2,1,0,0,25,6,2
2523,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,eng Premier League,22,2002,26,1402,1,1,2,2,0,0,66.7,5,12
2524,Crysencio Summerville,nl NED,"FW,MF",West Ham,eng Premier League,22,2001,19,786,1,1,2,2,0,0,33.3,6,9
2525,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,it Serie A,22,2002,31,2080,0,1,1,7,1,4,31.9,49,28
2526,Suso,es ESP,"FW,MF",Sevilla,es La Liga,30,1993,16,606,0,2,2,3,0,2,36.4,7,4
2527,Zion Suzuki,jp JPN,GK,Parma,it Serie A,21,2002,37,3314,0,0,0,2,1,0,50,1,0
2528,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,25,1999,20,1219,3,1,4,4,0,0,47.4,10,7
2529,Daniel Svensson,se SWE,"DF,FW",Dortmund,de Bundesliga,22,2002,12,781,1,3,4,0,0,0,63.6,4,6
2530,Marin Šverko,hr CRO,DF,Venezia,it Serie A,26,1998,16,1117,1,0,1,3,0,0,83.3,2,5
2531,Mile Svilar,rs SRB,GK,Roma,it Serie A,24,1999,38,3420,0,0,0,1,0,0,,0,0
2532,Michael Svoboda,at AUT,DF,Venezia,it Serie A,25,1998,16,1314,1,0,1,1,0,0,42.1,11,8
2533,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,es La Liga,20,2004,32,1348,4,5,9,1,0,0,65,7,11
2534,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,21,2002,21,950,1,0,1,2,1,0,88.2,2,8
2535,Issiaga Sylla,gn GUI,DF,Montpellier,fr Ligue 1,30,1994,19,1156,1,0,1,2,0,0,51.7,14,9
2536,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,es La Liga,30,1994,29,1583,5,1,6,5,0,0,22.2,7,8
2537,Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,34,1990,15,1350,0,0,0,0,0,0,,0,0
2538,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,eng Premier League,28,1995,20,992,4,0,4,2,0,0,26.9,19,8
2539,Dominik Szoboszlai,hu HUN,MF,Liverpool,eng Premier League,23,2000,36,2491,6,6,12,6,0,4,37.8,28,34
2540,Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,28,1995,35,1566,20,2,22,4,0,0,50,3,5
2541,Musa Al-Taamari,jo JOR,"FW,MF",Montpellier,fr Ligue 1,27,1997,15,1116,2,1,3,3,0,0,53.3,7,2
2542,Musa Al-Taamari,jo JOR,"FW,MF",Rennes,fr Ligue 1,27,1997,11,567,1,0,1,1,0,1,0,4,5
2543,Haris Tabakovic,ba BIH,FW,Hoffenheim,de Bundesliga,30,1994,22,821,3,1,4,0,0,0,0,3,2
2544,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,31,1992,24,1902,3,1,4,7,0,0,60.4,19,18
2545,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,28,1996,33,2970,3,0,3,3,0,0,62.5,6,6
2546,Adrien Tameze,cm CMR,"MF,DF",Torino,it Serie A,30,1994,20,649,0,0,0,3,0,0,10,9,3
2547,Axel Tapé,fr FRA,"DF,MF",Paris S-G,fr Ligue 1,16,2007,2,180,0,0,0,1,0,0,100,0,0
2548,Renato Tapia,pe PER,"MF,DF",Leganés,es La Liga,29,1995,34,2424,1,0,1,8,0,0,48,26,35
2549,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,25,1999,29,2507,0,0,0,4,0,0,56.4,17,7
2550,Florian Tardieu,fr FRA,MF,Saint-Étienne,fr Ligue 1,32,1992,24,1252,2,4,6,0,0,0,35.3,11,13
2551,Mehdi Taremi,ir IRN,FW,Inter,it Serie A,32,1992,25,807,1,2,3,1,0,0,25,3,9
2552,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,28,1995,2,21,0,0,0,0,0,0,0,1,0
2553,Oussama Targhalline,ma MAR,MF,Le Havre,fr Ligue 1,22,2002,14,990,0,0,0,0,0,0,41.7,7,7
2554,James Tarkowski,eng ENG,DF,Everton,eng Premier League,31,1992,33,2922,1,1,2,6,0,0,61.5,15,15
2555,César Tárrega,es ESP,DF,Valencia,es La Liga,22,2002,34,3026,2,0,2,7,0,0,61.3,12,21
2556,Nuno Tavares,pt POR,DF,Lazio,it Serie A,24,2000,23,1686,0,8,8,4,1,5,41.2,20,18
2557,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,eng Premier League,25,1999,29,1939,3,5,8,6,0,4,37,17,13
2558,Charlie Taylor,eng ENG,DF,Southampton,eng Premier League,30,1993,8,356,0,0,0,1,0,0,71.4,2,3
2559,Jack Taylor,ie IRL,MF,Ipswich Town,eng Premier League,26,1998,32,860,1,0,1,4,0,0,44.4,15,9
2560,Loum Tchaouna,fr FRA,"FW,MF",Lazio,it Serie A,20,2003,24,660,1,0,1,4,1,0,33.3,6,4
2561,Jackson Tchatchoua,cm CMR,"DF,MF",Hellas Verona,it Serie A,22,2001,36,3167,2,3,5,7,1,0,65.1,15,12
2562,Enzo Tchato,cm CMR,DF,Montpellier,fr Ligue 1,21,2002,27,1899,0,0,0,3,0,0,59.1,18,20
2563,Aurélien Tchouaméni,fr FRA,"DF,MF",Real Madrid,es La Liga,24,2000,32,2689,0,0,0,5,0,0,51.2,20,9
2564,Álvaro Tejero,es ESP,"MF,DF",Espanyol,es La Liga,28,1996,28,1238,1,4,5,2,0,6,30.4,16,8
2565,Martín Tejón,es ESP,"MF,DF",Valencia,es La Liga,20,2004,4,49,0,0,0,0,0,0,50,1,0
2566,Mathys Tel,fr FRA,FW,Tottenham,eng Premier League,19,2005,13,911,2,1,3,2,0,1,38.5,8,7
2567,Mathys Tel,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,19,2005,8,256,0,1,1,0,0,0,,0,0
2568,Nathan Tella,ng NGA,"MF,FW",Leverkusen,de Bundesliga,25,1999,27,1359,2,4,6,1,0,0,38.5,8,14
2569,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,28,1996,34,2922,2,1,3,11,0,0,60.2,35,24
2570,Arnau Tenas,es ESP,GK,Paris S-G,fr Ligue 1,23,2001,1,90,0,1,1,0,0,0,,0,0
2571,Casper Tengstedt,dk DEN,FW,Hellas Verona,it Serie A,24,2000,25,1517,6,1,7,2,0,0,44.4,5,4
2572,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,32,1992,8,674,0,0,0,0,0,0,0,1,0
2573,Filippo Terracciano,it ITA,"DF,MF",Milan,it Serie A,21,2003,13,539,0,0,0,3,0,0,50,5,1
2574,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,34,1990,3,270,0,0,0,0,0,0,,0,0
2575,Ramón Terrats,es ESP,"MF,FW",Villarreal,es La Liga,23,2000,11,131,0,0,0,1,0,0,50,2,2
2576,Ramón Terrats,es ESP,"MF,FW",Getafe,es La Liga,23,2000,15,1219,4,1,5,1,0,1,28.6,20,7
2577,Martin Terrier,fr FRA,"MF,FW",Leverkusen,de Bundesliga,27,1997,15,584,2,1,3,1,0,0,25,3,3
2578,Tanner Tessmann,us USA,MF,Lyon,fr Ligue 1,22,2001,25,1234,1,0,1,3,0,0,48,13,6
2579,Kenny Tete,nl NED,DF,Fulham,eng Premier League,28,1995,22,1774,0,2,2,5,0,0,60.5,15,19
2580,Teddy Teuma,mt MLT,MF,Reims,fr Ligue 1,30,1993,17,750,1,0,1,1,0,2,28,18,10
2581,Jordan Teze,nl NED,DF,Monaco,fr Ligue 1,24,1999,16,569,1,0,1,2,1,0,43.8,9,11
2582,Florian Thauvin,fr FRA,"FW,MF",Udinese,it Serie A,31,1993,25,1956,8,3,11,0,0,3,40,15,6
2583,Arthur Theate,be BEL,DF,Eint Frankfurt,de Bundesliga,24,2000,31,2704,0,0,0,6,1,1,50,22,23
2584,Norman Theuerkauf,de GER,MF,Heidenheim,de Bundesliga,37,1987,1,22,0,0,0,0,0,0,,0,0
2585,Thiago,br BRA,"FW,MF",Brentford,eng Premier League,23,2001,8,175,0,0,0,0,0,0,0,1,3
2586,Malick Thiaw,de GER,DF,Milan,it Serie A,22,2001,22,1806,0,0,0,2,0,0,60,4,2
2587,Denis Thomalla,de GER,MF,Heidenheim,de Bundesliga,31,1992,1,4,0,0,0,0,0,0,,0,0
2588,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,23,2001,14,1110,0,0,0,3,0,0,51.2,20,9
2589,Sorba Thomas,wls WAL,"FW,MF",Nantes,fr Ligue 1,24,1999,25,1321,1,3,4,3,0,0,55.6,8,10
2590,Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,30,1993,33,2615,3,7,10,7,0,0,54.7,43,45
2591,Morten Thorsby,no NOR,"MF,FW",Genoa,it Serie A,28,1996,30,1898,0,1,1,6,0,0,58.6,12,21
2592,Khéphren Thuram,fr FRA,MF,Juventus,it Serie A,23,2001,35,2326,4,5,9,5,0,0,56.3,14,22
2593,Marcus Thuram,fr FRA,FW,Inter,it Serie A,26,1997,31,2200,14,4,18,1,0,0,21.4,11,13
2594,Cheikh Tidiane Niasse,sn SEN,MF,Hellas Verona,it Serie A,24,2000,11,755,0,0,0,4,0,0,52.6,9,13
2595,Youri Tielemans,be BEL,MF,Aston Villa,eng Premier League,27,1997,36,3026,3,7,10,4,0,0,54.8,33,22
2596,Kieran Tierney,sct SCO,"DF,FW",Arsenal,eng Premier League,27,1997,13,259,1,0,1,0,0,0,66.7,2,0
2597,Phillip Tietz,de GER,FW,Augsburg,de Bundesliga,27,1997,34,1686,7,2,9,4,0,3,62.5,3,9
2598,Jurriën Timber,nl NED,DF,Arsenal,eng Premier League,23,2001,30,2417,1,3,4,7,0,0,66.7,9,15
2599,Jean-Clair Todibo,fr FRA,DF,West Ham,eng Premier League,24,1999,27,1825,0,0,0,3,0,0,72.2,10,12
2600,Harry Toffolo,eng ENG,DF,Nott'ham Forest,eng Premier League,28,1995,4,137,0,0,0,1,0,0,75,1,0
2601,Umut Tohumcu,de GER,"MF,FW",Hoffenheim,de Bundesliga,19,2004,12,375,0,1,1,3,0,0,71.4,2,5
2602,Corentin Tolisso,fr FRA,MF,Lyon,fr Ligue 1,29,1994,32,2329,7,4,11,4,0,0,52.3,31,39
2603,John Tolkin,us USA,"DF,MF",Holstein Kiel,de Bundesliga,22,2002,11,737,0,2,2,0,0,1,85.7,2,8
2604,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,33,1990,11,468,0,0,0,1,0,0,36.4,7,6
2605,Raúl de Tomás,es ESP,"DF,FW",Rayo Vallecano,es La Liga,29,1994,2,22,0,0,0,0,0,0,,0,0
2606,Tiago Tomás,pt POR,"FW,MF",Wolfsburg,de Bundesliga,22,2002,32,1884,6,1,7,7,0,0,42.9,20,13
2607,Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,25,1998,1,7,0,0,0,0,0,0,,0,0
2608,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,26,1997,22,1593,0,1,1,4,1,0,68,8,5
2609,Sandro Tonali,it ITA,MF,Newcastle Utd,eng Premier League,24,2000,36,2630,4,2,6,5,0,3,49,26,23
2610,Luka Topalović,si SVN,MF,Inter,it Serie A,18,2006,1,11,0,0,0,0,0,0,,0,0
2611,Pablo Torre,es ESP,"MF,FW",Barcelona,es La Liga,21,2003,10,310,3,1,4,0,0,1,50,2,0
2612,David Torres,es ESP,DF,Valladolid,es La Liga,21,2003,18,1387,0,0,0,5,0,0,63.6,4,2
2613,Ferrán Torres,es ESP,"FW,MF",Barcelona,es La Liga,24,2000,27,1106,10,6,16,1,1,2,37.5,5,6
2614,Pau Torres,es ESP,DF,Aston Villa,eng Premier League,27,1997,24,2020,0,0,0,2,0,0,58.8,7,5
2615,Lucas Torró,es ESP,MF,Osasuna,es La Liga,30,1994,35,2957,3,0,3,10,0,0,56.3,28,27
2616,Lorenzo Tosto,it ITA,DF,Empoli,it Serie A,18,2006,1,1,0,0,0,0,0,0,,0,0
2617,Abdoulaye Touré,gn GUI,MF,Le Havre,fr Ligue 1,30,1994,28,2324,10,1,11,5,0,0,55.9,26,17
2618,Bazoumana Touré,ci CIV,"FW,MF",Hoffenheim,de Bundesliga,18,2006,13,609,0,3,3,1,0,0,25,6,4
2619,Birama Touré,ml MLI,"MF,DF",Montpellier,fr Ligue 1,32,1992,8,300,0,0,0,2,0,0,66.7,2,1
2620,Ousmane Toure,fr FRA,DF,Lille,fr Ligue 1,19,2005,1,6,0,0,0,0,0,0,,0,0
2621,Souleymane Touré,fr FRA,DF,Udinese,it Serie A,21,2003,12,733,1,0,1,2,2,0,80,1,9
2622,Lucas Tousart,fr FRA,MF,Union Berlin,de Bundesliga,27,1997,15,561,0,1,1,2,0,0,41.7,7,7
2623,Conor Townsend,eng ENG,DF,Ipswich Town,eng Premier League,31,1993,6,335,0,1,1,1,0,0,72.7,3,2
2624,Adama Traoré,es ESP,"FW,MF",Fulham,eng Premier League,28,1996,36,1772,2,7,9,3,0,0,38.5,8,7
2625,Boubacar Traoré,ml MLI,MF,Wolves,eng Premier League,22,2001,1,1,0,0,0,0,0,0,100,0,0
2626,Hamari Traoré,ml MLI,DF,Real Sociedad,es La Liga,32,1992,11,700,0,1,1,2,0,0,68.2,7,4
2627,Omar Traoré,de GER,DF,Heidenheim,de Bundesliga,26,1998,30,2616,0,1,1,7,0,0,61,16,29
2628,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,34,1990,26,2295,0,0,0,0,0,0,,0,0
2629,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,25,1999,5,450,0,0,0,0,0,0,,0,0
2630,Óscar Trejo,ar ARG,MF,Rayo Vallecano,es La Liga,36,1988,19,496,1,0,1,1,0,0,33.3,6,9
2631,Philipp Treu,de GER,"MF,DF",St. Pauli,de Bundesliga,23,2000,33,2881,0,2,2,2,0,0,57.4,29,40
2632,Ryan Trevitt,eng ENG,MF,Brentford,eng Premier League,21,2003,1,4,0,0,0,0,0,0,,0,0
2633,Christopher Trimmel,at AUT,"DF,MF",Union Berlin,de Bundesliga,37,1987,26,1740,0,3,3,5,0,0,66.7,14,8
2634,Kieran Trippier,eng ENG,DF,Newcastle Utd,eng Premier League,33,1990,25,1309,0,3,3,1,0,2,61.1,14,8
2635,Leandro Trossard,be BEL,FW,Arsenal,eng Premier League,29,1994,38,2546,8,7,15,4,1,0,35.3,22,32
2636,Adrien Truffert,fr FRA,"DF,MF",Rennes,fr Ligue 1,22,2001,33,2752,2,2,4,3,0,0,66.7,16,38
2637,Kostas Tsimikas,gr GRE,DF,Liverpool,eng Premier League,28,1996,18,837,0,1,1,2,0,0,60.9,9,3
2638,Viktor Tsyhankov,ua UKR,"FW,MF",Girona,es La Liga,26,1997,27,1913,2,5,7,1,0,5,47.4,10,6
2639,Axel Tuanzebe,cd COD,DF,Ipswich Town,eng Premier League,26,1997,22,1710,0,1,1,5,1,0,65.4,9,11
2640,Stefano Turati,it ITA,GK,Monza,it Serie A,22,2001,30,2676,0,0,0,1,0,0,0,1,0
2641,Beñat Turrientes,es ESP,MF,Real Sociedad,es La Liga,22,2002,21,942,0,0,0,4,0,0,26.7,11,12
2642,Tuta,br BRA,"DF,MF",Eint Frankfurt,de Bundesliga,25,1999,30,2274,2,1,3,8,0,0,70,12,21
2643,Christantus Uche,ng NGA,"FW,MF",Getafe,es La Liga,21,2003,33,2486,4,6,10,8,2,0,45,11,18
2644,Destiny Udogie,it ITA,DF,Tottenham,eng Premier League,21,2002,25,1924,0,1,1,2,0,0,68.8,15,34
2645,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,eng Premier League,23,2001,29,1785,1,2,3,11,0,0,44.1,38,29
2646,Lesley Ugochukwu,fr FRA,MF,Southampton,eng Premier League,20,2004,26,1655,1,1,2,7,0,0,50,18,17
2647,Lukas Ullrich,de GER,DF,Gladbach,de Bundesliga,20,2004,26,1903,1,2,3,4,0,0,35.7,27,17
2648,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,35,1988,1,90,0,0,0,0,0,0,,0,0
2649,Enes Ünal,tr TUR,"FW,MF",Bournemouth,eng Premier League,27,1997,17,345,2,1,3,2,0,3,0,3,1
2650,Deniz Undav,de GER,"FW,MF",Stuttgart,de Bundesliga,28,1996,27,1726,9,3,12,4,0,0,5.9,16,13
2651,Naci Ünüvar,nl NED,"MF,DF",Espanyol,es La Liga,21,2003,2,31,0,0,0,0,0,0,50,1,0
2652,Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,25,1998,20,1759,2,0,2,6,0,0,55.2,13,10
2653,Kacper Urbanski,pl POL,MF,Bologna,it Serie A,19,2004,7,247,1,0,1,2,0,0,66.7,2,4
2654,Kacper Urbanski,pl POL,MF,Monza,it Serie A,19,2004,8,500,0,0,0,1,0,0,57.1,3,5
2655,Jonas Urbig,de GER,GK,Bayern Munich,de Bundesliga,20,2003,8,720,0,0,0,0,0,0,,0,0
2656,Can Uzun,tr TUR,"MF,FW",Eint Frankfurt,de Bundesliga,18,2005,20,675,4,1,5,1,0,0,50,5,9
2657,Josha Vagnoman,de GER,"DF,MF",Stuttgart,de Bundesliga,23,2000,26,1834,1,1,2,4,0,0,50,17,14
2658,Lautaro Valenti,ar ARG,DF,Parma,it Serie A,25,1999,20,1556,1,0,1,6,1,0,77.8,2,13
2659,Óscar Valentín,es ESP,MF,Rayo Vallecano,es La Liga,29,1994,34,1835,0,0,0,5,0,0,43.4,43,28
2660,Nicolás Valentini,ar ARG,DF,Hellas Verona,it Serie A,23,2001,14,1129,0,0,0,5,1,0,64.5,11,8
2661,Germán Valera,es ESP,MF,Valencia,es La Liga,22,2002,8,148,0,0,0,0,0,0,0,1,2
2662,Emanuele Valeri,it ITA,DF,Parma,it Serie A,25,1998,35,2873,2,6,8,1,0,1,49.2,31,21
2663,Martin Valjent,sk SVK,DF,Mallorca,es La Liga,28,1995,31,2763,3,0,3,4,0,0,60,10,11
2664,Álex Valle,es ESP,DF,Como,it Serie A,20,2004,15,1030,0,0,0,2,0,0,71.4,6,11
2665,Jesús Vallejo,es ESP,DF,Real Madrid,es La Liga,27,1997,4,138,0,1,1,0,0,0,,0,0
2666,Mattia Valoti,it ITA,MF,Monza,it Serie A,30,1993,5,40,0,0,0,1,0,0,0,2,2
2667,Federico Valverde,uy URU,"MF,DF",Real Madrid,es La Liga,26,1998,36,3032,6,4,10,4,0,5,67.4,14,30
2668,Ignace Van Der Brempt,be BEL,DF,Como,it Serie A,22,2002,20,1257,0,1,1,3,0,0,72.7,9,9
2669,Siebe Van Der Heyden,be BEL,"DF,MF",Mallorca,es La Liga,26,1998,2,97,0,0,0,0,0,0,,0,1
2670,Siebe Van Der Heyden,be BEL,"DF,MF",St. Pauli,de Bundesliga,26,1998,13,872,1,0,1,4,1,0,44.4,10,4
2671,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,33,1991,37,3330,3,1,4,5,0,1,59.1,9,11
2672,Vanderson,br BRA,DF,Monaco,fr Ligue 1,23,2001,29,2064,1,3,4,6,1,0,70.3,19,37
2673,Maarten Vandevoordt,be BEL,GK,RB Leipzig,de Bundesliga,22,2002,6,429,0,0,0,0,0,0,100,0,0
2674,Jamie Vardy,eng ENG,FW,Leicester City,eng Premier League,37,1987,35,2823,9,4,13,5,0,1,30.8,9,4
2675,Ruben Vargas,ch SUI,"FW,MF",Sevilla,es La Liga,25,1998,11,671,2,1,3,0,0,0,37.5,5,9
2676,Ruben Vargas,ch SUI,"MF,FW",Augsburg,de Bundesliga,25,1998,8,305,0,0,0,3,0,0,25,3,1
2677,Nikola Vasilj,ba BIH,GK,St. Pauli,de Bundesliga,28,1995,33,2969,0,0,0,2,1,0,0,2,0
2678,Devis Vásquez,co COL,GK,Empoli,it Serie A,26,1998,32,2880,0,0,0,2,0,0,,0,0
2679,Johan Vásquez,mx MEX,DF,Genoa,it Serie A,25,1998,36,3041,3,0,3,9,0,1,59.1,18,28
2680,Denis Vavro,sk SVK,DF,Wolfsburg,de Bundesliga,28,1996,29,2461,2,0,2,4,0,3,47.8,12,16
2681,José Luis García Vayá,es ESP,MF,Valencia,es La Liga,25,1998,34,1742,2,2,4,8,1,1,57.6,14,17
2682,Robinio Vaz,fr FRA,FW,Marseille,fr Ligue 1,17,2007,2,75,0,0,0,1,0,0,0,2,0
2683,Jesus Vazquez,es ESP,DF,Valencia,es La Liga,21,2003,19,919,0,0,0,3,0,0,52.6,9,11
2684,Lucas Vázquez,es ESP,DF,Real Madrid,es La Liga,33,1991,32,2189,1,5,6,4,0,1,56.3,21,18
2685,Matías Vecino,uy URU,MF,Lazio,it Serie A,32,1991,20,877,2,3,5,7,0,0,22.2,14,6
2686,Danilo Veiga,pt POR,DF,Lecce,it Serie A,21,2002,13,374,0,0,0,0,0,0,46.2,7,5
2687,Renato Veiga,pt POR,"DF,MF",Chelsea,eng Premier League,21,2003,7,181,0,0,0,2,0,0,33.3,8,2
2688,Renato Veiga,pt POR,DF,Juventus,it Serie A,21,2003,13,1093,0,1,1,2,0,1,64.3,5,4
2689,Alejo Véliz,ar ARG,FW,Espanyol,es La Liga,20,2003,27,1127,1,0,1,3,0,0,14.3,6,10
2690,Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,28,1995,14,1029,0,1,1,1,0,0,46.7,8,5
